TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
15820,issf,yeofly12,Yellow-olive Flycatcher (Guianan),Tolmomyias sulphurescens cherriei/duidae,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15823,issf,yeofly2,Yellow-olive Flycatcher (Equatorial),Tolmomyias sulphurescens aequatorialis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15824,issf,yeofly4,Yellow-olive Flycatcher (Andes),Tolmomyias sulphurescens peruvianus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15825,issf,yeofly3,Yellow-olive Flycatcher (Riverine),Tolmomyias sulphurescens insignis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15826,issf,yeofly13,Yellow-olive Flycatcher (Para),Tolmomyias sulphurescens mixtus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15827,issf,yeofly14,Yellow-olive Flycatcher (inornatus),Tolmomyias sulphurescens inornatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15828,issf,yeofly5,Yellow-olive Flycatcher (Mato Grosso),Tolmomyias sulphurescens pallescens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15829,issf,yeofly15,Yellow-olive Flycatcher (grisescens),Tolmomyias sulphurescens grisescens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15830,issf,yeofly16,Yellow-olive Flycatcher (Sooretama),Tolmomyias sulphurescens sulphurescens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15831,species,orefly1,Orange-eyed Flycatcher,Tolmomyias traylori,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15832,species,yemfly1,Yellow-margined Flycatcher,Tolmomyias assimilis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15833,issf,yemfly2,Yellow-margined Flycatcher (Yellow-winged),Tolmomyias assimilis flavotectus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yemfly1
15834,issf,yemfly4,Yellow-margined Flycatcher (neglectus),Tolmomyias assimilis neglectus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yemfly1
15835,issf,yemfly5,Yellow-margined Flycatcher (examinatus),Tolmomyias assimilis examinatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yemfly1
15836,issf,yemfly6,Yellow-margined Flycatcher (obscuriceps),Tolmomyias assimilis obscuriceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yemfly1
15837,issf,yemfly7,Yellow-margined Flycatcher (assimilis Group),Tolmomyias assimilis [assimilis Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,yemfly1
15841,issf,sucfly1,Yellow-margined Flycatcher (Sucunduri),Tolmomyias assimilis sucunduri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yemfly1
15842,issf,yemfly8,Yellow-margined Flycatcher (paraensis),Tolmomyias assimilis paraensis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yemfly1
15843,species,gycfly1,Gray-crowned Flycatcher,Tolmomyias poliocephalus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15847,species,yebfly1,Yellow-breasted Flycatcher,Tolmomyias flaviventris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15848,issf,yebfly4,Yellow-breasted Flycatcher (Olive-faced),Tolmomyias flaviventris [viridiceps Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,yebfly1
15852,issf,yebfly3,Yellow-breasted Flycatcher (Ochre-lored),Tolmomyias flaviventris [flaviventris Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,yebfly1
15856,spuh,tolmom1,Tolmomyias sp.,Tolmomyias sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15857,species,cinfly2,Cinnamon Flycatcher,Pyrrhomyias cinnamomeus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15858,issf,cinfly3,Cinnamon Flycatcher (Santa Marta),Pyrrhomyias cinnamomeus assimilis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,cinfly2
15859,issf,cinfly4,Cinnamon Flycatcher (Venezuelan),Pyrrhomyias cinnamomeus [vieillotioides Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,cinfly2
15863,issf,cinfly1,Cinnamon Flycatcher (Andean),Pyrrhomyias cinnamomeus cinnamomeus/pyrrhopterus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,cinfly2
15866,species,clifly1,Cliff Flycatcher,Hirundinea ferruginea,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15867,issf,clifly2,Cliff Flycatcher (Cliff),Hirundinea ferruginea ferruginea/sclateri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,clifly1
15870,issf,clifly3,Cliff Flycatcher (Swallow),Hirundinea ferruginea bellicosa/pallidior,Passeriformes,Tyrannidae (Tyrant Flycatchers),,clifly1
15873,species,ornfly1,Ornate Flycatcher,Myiotriccus ornatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15874,issf,ornfly2,Ornate Flycatcher (Western),Myiotriccus ornatus ornatus/stellatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ornfly1
15877,issf,ornfly3,Ornate Flycatcher (Eastern),Myiotriccus ornatus phoenicurus/aureiventris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ornfly1
15880,species,hanfly1,Handsome Flycatcher,Nephelomyias pulcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15884,species,orbfly1,Orange-banded Flycatcher,Nephelomyias lintoni,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15885,species,ocbfly2,Ochraceous-breasted Flycatcher,Nephelomyias ochraceiventris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15886,species,yebtyr1,Yellow-bellied Tyrannulet,Ornithion semiflavum,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15887,species,brctyr,Brown-capped Tyrannulet,Ornithion brunneicapillus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15888,species,whltyr1,White-lored Tyrannulet,Ornithion inerme,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15889,species,nobtyr,Northern Beardless-Tyrannulet,Camptostoma imberbe,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15890,species,sobtyr1,Southern Beardless-Tyrannulet,Camptostoma obsoletum,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15891,issf,soubet1,Southern Beardless-Tyrannulet (Northern),Camptostoma obsoletum [pusillum Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,sobtyr1
15899,issf,soubet2,Southern Beardless-Tyrannulet (Southern),Camptostoma obsoletum [obsoletum Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,sobtyr1
15906,species,suifly1,Suiriri Flycatcher,Suiriri suiriri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15910,species,whttyr1,White-tailed Tyrannulet,Mecocerculus poecilocercus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15911,species,bubtyr1,Buff-banded Tyrannulet,Mecocerculus hellmayri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15912,species,whbtyr1,White-banded Tyrannulet,Mecocerculus stictopterus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15916,species,whttyr2,White-throated Tyrannulet,Mecocerculus leucophrys,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15928,species,ruwtyr1,Rufous-winged Tyrannulet,Mecocerculus calopterus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15929,species,subtyr1,Sulphur-bellied Tyrannulet,Mecocerculus minor,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15930,species,bkctit1,Black-crested Tit-Tyrant,Anairetes nigrocristatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15931,species,pcttyr1,Pied-crested Tit-Tyrant,Anairetes reguloides,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15934,species,abttyr1,Ash-breasted Tit-Tyrant,Anairetes alpinus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15937,species,ybttyr1,Yellow-billed Tit-Tyrant,Anairetes flavirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15942,species,tuttyr1,Tufted Tit-Tyrant,Anairetes parulus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15946,species,jfttyr1,Juan Fernandez Tit-Tyrant,Anairetes fernandezianus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15947,spuh,anaire1,Anairetes sp.,Anairetes sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15948,species,agitit1,Agile Tit-Tyrant,Uromyias agilis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15949,species,unstit1,Unstreaked Tit-Tyrant,Uromyias agraphia,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15953,species,moctyr1,Mouse-colored Tyrannulet,Phaeomyias murina,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15954,issf,moctyr7,Mouse-colored Tyrannulet (Northern),Phaeomyias murina incomta/eremonoma,Passeriformes,Tyrannidae (Tyrant Flycatchers),,moctyr1
15957,issf,moctyr3,Mouse-colored Tyrannulet (Amazonian),Phaeomyias murina murina/wagae,Passeriformes,Tyrannidae (Tyrant Flycatchers),,moctyr1
15960,issf,moctyr6,Mouse-colored Tyrannulet (Tumbes),Phaeomyias murina tumbezana/inflava,Passeriformes,Tyrannidae (Tyrant Flycatchers),,moctyr1
15963,issf,moctyr4,Mouse-colored Tyrannulet (Marañon),Phaeomyias murina maranonica,Passeriformes,Tyrannidae (Tyrant Flycatchers),,moctyr1
15964,species,cocfly1,Cocos Flycatcher,Nesotriccus ridgwayi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15965,species,yeltyr1,Yellow Tyrannulet,Capsiempis flaveola,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15971,species,beatac1,Bearded Tachuri,Polystictus pectoralis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15975,species,gybtac1,Gray-backed Tachuri,Polystictus superciliaris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15976,species,shttyr1,Sharp-tailed Tyrant,Culicivora caudacuta,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15977,species,credor1,Crested Doradito,Pseudocolopteryx sclateri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15978,species,subdor1,Subtropical Doradito,Pseudocolopteryx acutipennis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15979,species,dindor2,Dinelli's Doradito,Pseudocolopteryx dinelliana,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15980,species,wardor1,Warbling Doradito,Pseudocolopteryx flaviventris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15981,species,ticdor1,Ticking Doradito,Pseudocolopteryx citreola,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15982,slash,y00660,Warbling/Ticking Doradito,Pseudocolopteryx flaviventris/citreola,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15983,spuh,doradi1,doradito sp.,Pseudocolopteryx sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15984,species,yectyr1,Yellow-crowned Tyrannulet,Tyrannulus elatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15985,species,forela1,Forest Elaenia,Myiopagis gaimardii,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15991,species,graela2,Gray Elaenia,Myiopagis caniceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15992,issf,gryela1,Gray Elaenia (Choco),Myiopagis caniceps parambae/absita,Passeriformes,Tyrannidae (Tyrant Flycatchers),,graela2
15995,issf,gryela2,Gray Elaenia (Gray),Myiopagis caniceps cinerea,Passeriformes,Tyrannidae (Tyrant Flycatchers),,graela2
15996,issf,gryela3,Gray Elaenia (Gray-headed),Myiopagis caniceps caniceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,graela2
15997,species,fooela1,Foothill Elaenia,Myiopagis olallai,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
15998,issf,fooela2,Foothill Elaenia (Perija),Myiopagis olallai incognita,Passeriformes,Tyrannidae (Tyrant Flycatchers),,fooela1
15999,issf,fooela3,Foothill Elaenia (Antioquia),Myiopagis olallai coopmansi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,fooela1
16000,issf,fooela4,Foothill Elaenia (Foothill),Myiopagis olallai olallai,Passeriformes,Tyrannidae (Tyrant Flycatchers),,fooela1
16001,species,pacela1,Pacific Elaenia,Myiopagis subplacens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16002,species,yecela1,Yellow-crowned Elaenia,Myiopagis flavivertex,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16003,species,jamela1,Jamaican Elaenia,Myiopagis cotta,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16004,species,greela,Greenish Elaenia,Myiopagis viridicata,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16005,issf,greela2,Greenish Elaenia (West Mexico),Myiopagis viridicata minima/jaliscensis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,greela
16008,issf,greela3,Greenish Elaenia (Greenish),Myiopagis viridicata [viridicata Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,greela
16017,spuh,myiopa1,elaenia sp. (genus Myiopagis),Myiopagis sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16018,species,plcela1,Plain-crested Elaenia,Elaenia cristata,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16021,species,rucela1,Rufous-crowned Elaenia,Elaenia ruficeps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16022,species,slaela1,Slaty Elaenia,Elaenia strepera,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16023,species,mobela1,Mottle-backed Elaenia,Elaenia gigas,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16024,species,higela3,Small-headed Elaenia,Elaenia sordida,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16025,species,greela1,Great Elaenia,Elaenia dayi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16029,species,higela2,Highland Elaenia,Elaenia obscura,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16030,species,yebela1,Yellow-bellied Elaenia,Elaenia flavogaster,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16035,species,smbela1,Small-billed Elaenia,Elaenia parvirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16036,species,broela1,Brownish Elaenia,Elaenia pelzelni,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16037,species,larela1,Large Elaenia,Elaenia spectabilis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16038,species,norela1,Noronha Elaenia,Elaenia ridleyana,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16039,species,oliela1,Olivaceous Elaenia,Elaenia mesoleuca,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16040,species,lesela1,Lesser Elaenia,Elaenia chiriquensis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16043,species,cooela1,Coopmans's Elaenia,Elaenia brachyptera,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16044,species,whcela1,White-crested Elaenia,Elaenia albiceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16045,issf,whcela2,White-crested Elaenia (White-crested),Elaenia albiceps [albiceps Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,whcela1
16050,issf,whcela4,White-crested Elaenia (Chilean),Elaenia albiceps chilensis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,whcela1
16051,issf,whcela3,White-crested Elaenia (Peruvian),Elaenia albiceps modesta,Passeriformes,Tyrannidae (Tyrant Flycatchers),,whcela1
16052,slash,y00739,Small-billed/White-crested Elaenia,Elaenia parvirostris/albiceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16053,species,sieela3,Sierran Elaenia,Elaenia pallatangae,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16057,species,mouela1,Mountain Elaenia,Elaenia frantzii,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16062,species,sieela2,Tepui Elaenia,Elaenia olivina,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16065,species,carela1,Caribbean Elaenia,Elaenia martinica,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16066,issf,carela2,Caribbean Elaenia (Caribbean),Elaenia martinica [martinica Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,carela1
16070,issf,carela3,Caribbean Elaenia (Chinchorro),Elaenia martinica [cinerascens Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,carela1
16075,species,graela1,Greater Antillean Elaenia,Elaenia fallax,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16076,issf,graela3,Greater Antillean Elaenia (Jamaican),Elaenia fallax fallax,Passeriformes,Tyrannidae (Tyrant Flycatchers),,graela1
16077,issf,graela4,Greater Antillean Elaenia (Hispaniolan),Elaenia fallax cherriei,Passeriformes,Tyrannidae (Tyrant Flycatchers),,graela1
16078,spuh,elaeni1,elaenia sp. (genus Elaenia),Elaenia sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16079,species,tortyr1,Torrent Tyrannulet,Serpophaga cinerea,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16082,species,rivtyr1,River Tyrannulet,Serpophaga hypoleuca,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16086,species,sootyr1,Sooty Tyrannulet,Serpophaga nigricans,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16087,species,whctyr1,White-crested Tyrannulet,Serpophaga subcristata,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16090,species,whbtyr2,White-bellied Tyrannulet,Serpophaga munda,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16091,slash,y01036,White-crested/White-bellied Tyrannulet,Serpophaga subcristata/munda,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16092,species,gyctyr2,Straneck's Tyrannulet,Serpophaga griseicapilla,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16093,slash,y00884,White-crested/Straneck's Tyrannulet,Serpophaga subcristata/griseicapilla,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16094,spuh,serpop1,Serpophaga sp.,Serpophaga sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16095,species,roltyr1,Rough-legged Tyrannulet,Phyllomyias burmeisteri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16096,issf,roltyr2,Rough-legged Tyrannulet (Zeledon's),Phyllomyias burmeisteri zeledoni,Passeriformes,Tyrannidae (Tyrant Flycatchers),,roltyr1
16097,issf,roltyr4,Rough-legged Tyrannulet (White-fronted),Phyllomyias burmeisteri [leucogonys Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,roltyr1
16102,issf,roltyr3,Rough-legged Tyrannulet (Burmeister's),Phyllomyias burmeisteri burmeisteri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,roltyr1
16103,species,gretyr1,Greenish Tyrannulet,Phyllomyias virescens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16104,species,reityr1,Reiser's Tyrannulet,Phyllomyias reiseri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16105,species,urityr1,Urich's Tyrannulet,Phyllomyias urichi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16106,species,scltyr1,Sclater's Tyrannulet,Phyllomyias sclateri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16109,species,platyr2,Planalto Tyrannulet,Phyllomyias fasciatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16113,species,yuntyr1,Yungas Tyrannulet,Phyllomyias weedeni,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16114,species,sohtyr1,Sooty-headed Tyrannulet,Phyllomyias griseiceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16115,issf,sohtyr2,Sooty-headed Tyrannulet (griseiceps),Phyllomyias griseiceps griseiceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,sohtyr1
16116,issf,sohtyr3,Sooty-headed Tyrannulet (cristatus),Phyllomyias griseiceps cristatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,sohtyr1
16117,issf,sohtyr4,Sooty-headed Tyrannulet (caucae),Phyllomyias griseiceps caucae,Passeriformes,Tyrannidae (Tyrant Flycatchers),,sohtyr1
16118,issf,sohtyr5,Sooty-headed Tyrannulet (pallidiceps),Phyllomyias griseiceps pallidiceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,sohtyr1
16119,species,blctyr1,Black-capped Tyrannulet,Phyllomyias nigrocapillus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16123,species,ashtyr1,Ashy-headed Tyrannulet,Phyllomyias cinereiceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16124,species,tartyr1,Tawny-rumped Tyrannulet,Phyllomyias uropygialis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16125,species,plctyr1,Plumbeous-crowned Tyrannulet,Phyllomyias plumbeiceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16126,species,gyctyr1,Gray-capped Tyrannulet,Phyllomyias griseocapilla,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16127,spuh,phyllo3,Phyllomyias sp.,Phyllomyias sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16128,species,rebtyr2,Red-billed Tyrannulet,Zimmerius cinereicapilla,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16129,species,mistyr1,Mishana Tyrannulet,Zimmerius villarejoi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16130,species,chityr1,Chico's Tyrannulet,Zimmerius chicomendesi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16131,species,guityr1,Guianan Tyrannulet,Zimmerius acer,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16132,species,paltyr2,Guatemalan Tyrannulet,Zimmerius vilissimus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16133,species,paltyr3,Mistletoe Tyrannulet,Zimmerius parvus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16134,slash,y01089,Guatemalan/Mistletoe Tyrannulet,Zimmerius vilissimus/parvus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16135,species,chotyr1,Choco Tyrannulet,Zimmerius albigularis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16136,species,paltyr4,Spectacled Tyrannulet,Zimmerius improbus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16139,species,goftyr1,Golden-faced Tyrannulet,Zimmerius chrysops,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16140,issf,goftyr5,Golden-faced Tyrannulet (Coopmans's),Zimmerius chrysops minimus/cumanensis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,goftyr1
16143,issf,goftyr3,Golden-faced Tyrannulet (Golden-faced),Zimmerius chrysops chrysops,Passeriformes,Tyrannidae (Tyrant Flycatchers),,goftyr1
16144,species,pertyr1,Peruvian Tyrannulet,Zimmerius viridiflavus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16145,issf,goftyr4,Peruvian Tyrannulet (Loja),Zimmerius viridiflavus flavidifrons,Passeriformes,Tyrannidae (Tyrant Flycatchers),,pertyr1
16146,form,goftyr2,Peruvian Tyrannulet (Amazonas),Zimmerius viridiflavus [undescribed form],Passeriformes,Tyrannidae (Tyrant Flycatchers),,pertyr1
16147,issf,pertyr2,Peruvian Tyrannulet (Peruvian),Zimmerius viridiflavus viridiflavus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,pertyr1
16148,species,boltyr1,Bolivian Tyrannulet,Zimmerius bolivianus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16149,species,paltyr5,Venezuelan Tyrannulet,Zimmerius petersi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16150,species,slftyr1,Slender-footed Tyrannulet,Zimmerius gracilipes,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16153,spuh,zimmer1,Zimmerius sp.,Zimmerius sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16154,species,tacpyt2,Fulvous-headed Pygmy-Tyrant,Euscarthmus fulviceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16155,species,tacpyt1,Rufous-crowned Pygmy-Tyrant,Euscarthmus meloryphus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16158,species,rsptyr1,Rufous-sided Pygmy-Tyrant,Euscarthmus rufomarginatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16159,species,gawtyr2,Gray-and-white Tyrannulet,Pseudelaenia leucospodia,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16160,species,lewtyr1,Lesser Wagtail-Tyrant,Stigmatura napensis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16161,issf,leswat1,Lesser Wagtail-Tyrant (Lesser),Stigmatura napensis napensis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,lewtyr1
16162,issf,leswat2,Lesser Wagtail-Tyrant (Bahia),Stigmatura napensis bahiae,Passeriformes,Tyrannidae (Tyrant Flycatchers),,lewtyr1
16163,form,oriwat1,Orinoco Wagtail-Tyrant (undescribed form),Stigmatura [undescribed form],Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16164,species,grwtyr1,Greater Wagtail-Tyrant,Stigmatura budytoides,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16165,issf,grewat1,Greater Wagtail-Tyrant (Greater),Stigmatura budytoides [budytoides Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,grwtyr1
16169,issf,grewat2,Greater Wagtail-Tyrant (Caatinga),Stigmatura budytoides gracilis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,grwtyr1
16170,species,slbtyr1,Slender-billed Tyrannulet,Inezia tenuirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16171,species,platyr1,Plain Tyrannulet,Inezia inornata,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16172,species,amatyr1,Amazonian Tyrannulet,Inezia subflava,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16175,species,pattyr3,Pale-tipped Tyrannulet,Inezia caudata,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16178,species,flafly2,Flavescent Flycatcher,Myiophobus flavicans,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",
16184,species,orcfly1,Orange-crested Flycatcher,Myiophobus phoenicomitra,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16187,species,unafly1,Unadorned Flycatcher,Myiophobus inornatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16188,species,rorfly1,Roraiman Flycatcher,Myiophobus roraimae,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16192,species,olcfly1,Olive-chested Flycatcher,Myiophobus cryptoxanthus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16193,species,brcfly1,Bran-colored Flycatcher,Myiophobus fasciatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,
16194,issf,brcfly2,Bran-colored Flycatcher (Bran-colored),Myiophobus fasciatus [fasciatus Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,brcfly1
16200,issf,brcfly4,Bran-colored Flycatcher (Mouse-gray),Myiophobus fasciatus crypterythrus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,brcfly1
16201,issf,brcfly3,Bran-colored Flycatcher (Rufescent),Myiophobus fasciatus rufescens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,brcfly1
